87	13	59	111	2	47	131	140	127	13	125	135	96	127	139	79	122	138	88	148	106	77	20	117	60	13	4	56	99	96	139	88	116	56	143	13	56	64	18	136	110	124	145	145	87	138	140	97	131	104	60	2	111	106	18	79	96	80	23	59	47	138	64	127	7	143	53	122	20	127	99	
114	95	89	60	104	79	106	134	18	136	122	146	73	143	73	111	140	56	103	78	131	136	99	8	123	47	43	126	21	40	44	136	145	69	78	3	80	39	103	1	45	64	80	13	97	64	80	83	104	145	117	20	140	131	18	3	7	60	56	103	78	110	97	124	43	87	106	99	89	89	73	
32	99	145	56	88	96	8	7	106	51	95	135	106	96	4	89	89	29	51	64	111	97	131	140	21	140	59	32	87	145	116	120	106	4	145	67	125	87	44	32	21	80	80	143	106	126	83	122	44	123	114	116	18	140	87	73	3	79	120	34	59	146	117	64	127	127	18	59	39	20	1	
29	79	40	110	125	114	119	103	145	40	47	148	114	78	126	103	72	1	110	140	96	67	135	7	87	96	60	43	43	77	136	99	117	89	120	39	84	135	134	39	106	44	110	84	135	83	87	79	8	140	80	72	123	123	7	51	88	139	40	44	148	122	126	4	67	34	114	79	89	72	40	
95	96	51	83	72	116	13	3	134	104	125	88	117	20	29	122	56	106	145	123	13	131	135	106	135	18	106	119	125	32	148	59	53	67	43	123	4	56	3	83	131	47	145	117	45	2	88	119	2	97	146	29	143	67	148	127	96	96	87	3	95	47	135	3	83	114	117	18	43	95	110	
7	131	21	13	44	122	45	87	111	16	148	59	140	69	95	122	73	18	23	79	143	89	44	122	56	111	122	40	145	138	88	135	122	53	136	114	34	110	56	146	95	124	64	139	39	3	7	39	1	18	124	45	143	123	20	8	88	99	143	56	21	124	20	77	116	146	123	145	40	4	122	
136	51	106	47	99	136	73	139	59	122	87	3	78	23	67	59	80	139	122	123	117	117	77	13	79	3	1	45	124	135	39	146	127	145	23	139	43	110	29	7	127	145	135	123	56	78	134	84	13	39	4	134	77	47	47	34	59	117	148	72	89	83	120	126	124	53	117	77	95	114	136	
95	23	145	21	143	146	122	34	134	117	120	110	139	96	138	139	143	138	8	111	136	3	127	136	51	123	8	136	7	2	116	51	126	29	143	18	45	18	143	106	143	47	73	8	32	59	145	43	135	148	72	32	143	95	131	89	135	135	87	60	34	43	97	69	119	77	89	131	13	111	40	
143	4	143	72	87	116	80	29	87	13	120	67	135	138	69	104	143	72	83	135	99	45	13	131	20	53	7	84	4	88	43	69	99	84	8	53	146	20	123	119	123	127	53	110	124	78	138	104	97	59	43	111	134	29	104	135	124	127	34	20	72	79	119	89	87	69	131	126	110	1	111	
47	60	126	80	145	87	29	123	126	44	78	89	64	127	3	117	131	103	96	146	47	16	124	79	139	125	96	1	39	143	131	146	78	119	80	60	140	21	79	43	143	135	1	134	124	40	138	53	140	124	143	127	136	23	148	145	139	114	53	126	143	40	139	47	16	103	77	138	96	126	80	
2	120	125	53	87	59	79	60	89	45	126	23	134	120	140	80	72	40	122	117	122	139	23	40	110	59	117	8	110	124	4	47	73	44	79	103	140	43	39	32	138	146	135	125	125	47	138	135	119	18	131	60	32	69	136	21	47	124	136	64	97	136	103	126	119	114	127	140	125	116	104	
84	143	143	23	136	39	95	97	47	51	67	95	40	3	114	16	97	122	124	134	51	119	145	126	21	131	67	32	23	119	73	84	110	116	119	136	72	131	69	44	43	43	8	110	51	3	78	3	114	40	47	45	143	103	120	139	51	114	87	127	111	119	77	64	7	59	77	96	110	123	40	
7	64	2	44	13	29	73	16	39	59	110	2	18	7	140	87	80	122	16	125	79	131	21	7	56	59	44	114	4	16	34	138	73	138	106	140	20	67	89	135	67	125	116	146	34	97	148	120	47	23	119	69	4	13	136	84	139	32	59	60	78	16	97	69	103	117	110	88	60	78	134	
23	127	119	59	106	95	67	20	44	53	7	80	122	116	72	146	143	87	72	32	95	79	95	18	3	18	51	117	124	103	140	34	89	124	146	3	51	77	53	53	79	111	127	20	44	134	73	111	127	95	73	29	3	18	32	21	47	134	39	136	29	148	34	138	89	140	117	99	114	139	97	
32	34	99	4	135	60	95	32	138	53	79	117	104	123	77	125	136	124	2	103	111	95	97	56	139	88	45	148	126	136	103	126	21	8	103	23	73	143	79	13	72	3	56	127	87	89	34	124	127	138	39	80	32	79	43	88	88	23	64	16	95	73	99	78	23	127	51	79	51	116	119	
117	143	143	119	8	72	120	148	13	127	8	72	87	64	77	69	104	114	127	32	114	89	96	148	56	117	18	2	18	114	16	114	123	18	96	4	51	80	8	64	116	3	140	4	134	126	146	60	136	77	135	13	84	64	99	116	116	89	56	148	140	95	119	13	126	126	20	88	123	126	88	
124	72	97	64	140	146	83	47	143	117	47	134	83	45	56	119	53	64	120	116	124	29	7	56	34	88	8	127	104	104	53	123	84	51	53	106	72	78	7	80	51	64	7	1	72	59	88	3	2	87	99	73	99	72	67	127	83	16	146	131	83	16	84	143	143	69	96	110	110	20	83	
143	146	29	1	134	95	83	44	73	77	60	123	78	29	56	18	72	77	87	4	127	59	72	104	72	104	89	13	110	72	77	39	73	97	43	131	64	104	51	114	122	123	80	136	34	16	47	139	117	116	47	77	124	116	78	125	23	79	29	103	16	79	143	64	106	120	106	136	64	103	127	
20	106	1	7	122	29	89	99	29	83	72	23	104	95	64	88	125	99	8	127	88	111	135	117	116	135	123	97	56	84	43	8	79	60	119	84	56	146	131	99	143	135	139	53	72	106	138	21	84	83	51	13	103	18	127	138	127	97	21	84	119	45	29	78	120	135	43	78	126	140	3	
64	40	124	138	96	20	79	89	88	134	116	126	34	60	126	1	126	131	1	34	148	146	21	111	96	83	95	123	127	114	124	45	146	134	87	2	73	148	67	116	122	122	53	18	136	78	135	124	79	96	69	43	136	120	148	145	122	72	47	78	114	127	97	145	7	80	78	88	116	39	39	
87	79	1	32	56	122	21	145	117	117	47	125	20	56	69	73	64	124	117	29	145	119	134	111	67	7	64	78	29	60	140	8	95	67	3	45	43	64	143	97	59	122	123	80	111	78	4	34	111	16	2	126	21	84	140	87	124	21	47	69	119	1	3	131	51	97	114	53	148	84	69	
145	146	16	117	32	60	78	95	134	45	13	139	131	146	34	43	143	79	32	117	125	60	145	122	3	143	8	78	131	95	135	148	47	148	103	122	51	138	122	97	32	73	106	16	120	43	13	84	95	124	84	51	89	1	59	87	146	96	4	134	143	84	69	21	106	4	83	77	79	44	126	
117	4	89	13	143	34	34	145	13	95	53	60	29	34	59	40	79	51	44	32	89	89	140	97	95	3	145	44	127	73	77	104	104	148	60	32	2	20	72	3	1	56	145	47	95	51	135	78	124	34	53	97	53	127	99	88	2	29	125	4	125	72	123	127	140	120	104	119	60	84	89	
124	78	138	53	79	64	72	103	32	34	29	143	136	1	127	84	51	78	135	146	64	95	18	53	110	7	111	45	2	78	110	83	32	8	78	40	18	122	104	72	59	8	13	117	140	122	34	45	2	99	126	39	124	16	140	88	124	88	111	123	95	97	110	97	80	56	64	60	39	97	59	
111	80	145	139	72	125	13	78	59	4	117	77	89	1	95	140	87	72	126	53	99	8	106	146	146	7	59	72	110	111	40	140	3	127	29	84	23	124	148	39	140	29	120	84	135	138	125	114	60	47	18	99	72	103	77	80	88	124	104	4	4	104	106	64	51	73	95	88	44	135	99	
95	114	64	136	7	87	134	69	51	140	127	64	51	114	23	53	3	69	131	143	111	139	8	47	79	29	72	53	29	67	135	125	83	3	126	51	4	122	126	40	126	16	127	103	84	131	77	103	77	120	148	69	18	87	8	32	3	79	97	18	44	77	20	79	59	60	67	97	110	140	89	
136	29	138	111	140	80	114	95	56	3	67	40	124	95	34	77	104	146	44	97	136	138	51	134	119	44	119	47	99	78	122	8	124	110	69	23	125	139	139	3	120	67	104	73	29	39	89	77	80	143	111	44	127	8	126	2	16	59	124	18	59	44	20	45	134	146	119	139	20	72	13	
83	124	136	119	8	136	87	44	64	69	87	97	88	69	23	69	1	13	84	125	89	131	60	131	23	80	21	59	114	2	126	89	127	97	139	60	111	95	106	136	89	143	1	124	110	40	51	87	40	123	47	34	16	110	21	134	106	13	60	89	125	67	135	127	23	126	80	148	13	111	88	
39	60	7	67	29	60	79	18	69	47	111	45	73	120	39	43	145	97	145	32	16	72	29	145	122	111	72	87	7	43	23	8	20	123	110	43	64	20	34	119	134	83	89	123	123	97	64	34	80	110	34	135	125	111	135	97	103	18	29	79	138	103	67	140	148	103	88	143	96	131	44	
4	148	114	67	84	78	34	114	103	39	59	111	136	122	136	29	148	134	111	125	39	116	47	23	95	34	20	67	73	60	84	73	122	87	67	44	103	104	44	126	104	20	134	3	110	104	8	136	43	43	138	120	99	146	96	60	140	122	13	29	89	3	64	131	104	95	21	39	143	8	40	
47	122	64	3	20	73	18	67	47	79	40	23	34	39	117	60	148	51	69	7	99	45	1	78	97	51	110	99	40	131	104	88	106	126	119	23	131	127	56	95	64	60	67	125	78	1	73	4	127	143	3	73	47	97	106	111	80	114	116	83	40	136	32	23	134	60	56	111	138	122	53	
2	136	45	135	143	145	40	84	119	7	139	13	110	106	124	140	2	140	64	110	1	43	126	34	78	67	87	29	97	16	79	16	20	20	39	51	134	140	95	139	140	43	97	64	125	83	77	59	131	139	104	83	51	123	116	127	139	145	32	110	64	20	47	64	127	59	60	72	7	4	13	
3	116	135	69	18	106	131	96	146	99	4	1	44	29	77	140	96	143	40	79	148	117	72	145	60	122	120	40	34	96	110	3	59	125	34	117	83	69	140	99	56	44	131	60	123	77	18	69	39	59	117	122	110	138	122	20	7	127	123	51	139	7	120	145	59	72	79	23	88	120	104	
131	18	43	114	111	140	135	104	21	148	84	120	96	116	16	29	34	43	53	122	146	80	4	134	123	40	4	120	53	97	135	124	87	23	123	32	29	23	13	67	87	29	7	20	114	139	116	79	114	84	106	7	18	143	116	3	53	77	125	16	80	60	34	18	117	96	47	79	72	51	111	
29	3	148	116	136	134	89	123	116	120	84	56	80	40	59	2	23	103	80	135	127	44	135	44	135	45	29	29	99	106	106	89	116	89	67	148	87	20	23	127	99	116	29	89	40	119	13	1	80	127	110	122	110	44	7	4	47	45	1	4	8	136	124	2	59	53	114	95	122	64	39	
7	119	106	13	44	29	111	139	16	103	29	69	114	67	80	72	16	139	135	47	120	148	106	126	1	4	110	69	64	87	79	84	119	32	77	4	127	77	20	111	16	110	89	95	138	125	135	89	21	138	140	69	23	40	88	7	29	77	87	95	89	127	116	136	73	1	79	43	40	44	2	
8	126	21	104	7	56	40	32	84	96	119	60	2	8	69	103	60	59	135	78	80	95	56	40	110	39	83	106	114	127	127	21	47	43	131	18	96	78	124	97	77	140	145	111	111	69	69	120	40	126	143	53	134	77	127	96	111	79	99	18	34	20	89	69	123	136	111	134	96	69	73	
119	122	114	135	39	56	111	122	60	69	125	136	29	125	3	89	124	116	96	2	116	73	135	39	84	3	77	1	78	140	80	126	127	95	16	47	126	59	64	97	145	146	53	88	106	126	69	60	47	123	7	16	95	83	47	145	47	131	53	126	88	96	138	126	95	138	7	16	67	145	13	
16	96	43	69	51	47	39	32	120	44	146	34	97	96	87	67	88	78	7	114	34	8	77	1	39	146	73	8	32	45	21	111	136	124	96	146	126	45	2	40	32	80	140	34	131	3	64	3	123	96	89	103	77	125	143	56	43	51	122	21	80	21	97	116	116	34	64	119	53	95	140	
80	39	96	123	40	96	89	16	148	18	67	126	32	16	139	53	146	88	21	7	143	89	111	47	13	23	60	83	1	34	114	106	134	89	23	80	67	67	44	64	125	97	99	89	136	1	89	2	114	21	60	96	64	13	77	79	56	72	78	78	138	20	51	138	56	116	51	16	123	138	59	
97	134	95	123	56	18	23	96	84	60	60	148	80	135	139	7	1	138	67	123	45	131	88	99	53	40	45	116	114	20	106	72	18	124	122	18	60	114	80	110	119	143	1	87	139	73	127	106	122	4	34	43	84	21	146	32	3	104	143	103	67	3	87	1	125	20	145	34	84	20	79	
16	139	23	139	122	69	97	34	8	69	123	131	60	23	139	87	64	20	3	84	139	3	120	4	39	148	51	45	20	21	73	99	96	88	88	67	64	88	78	18	127	119	111	148	60	103	138	127	117	125	136	72	53	51	136	140	53	43	40	97	140	51	60	111	131	40	78	127	20	8	84	
103	2	73	99	104	126	77	43	103	8	21	59	51	126	78	60	18	7	116	60	110	47	53	104	20	89	125	3	123	99	43	32	3	34	79	16	125	32	117	43	43	97	80	97	4	84	125	69	69	59	7	106	64	131	45	126	95	4	117	40	119	32	67	51	139	127	73	2	125	69	67	
64	18	56	23	120	148	23	13	73	83	104	140	40	131	146	34	23	103	134	116	23	123	104	111	131	56	23	40	146	139	106	104	56	119	140	34	117	8	134	148	53	39	106	104	34	47	131	3	64	59	67	4	140	64	77	89	56	43	60	146	80	34	97	40	124	83	78	87	134	29	89	
51	39	69	120	131	39	103	40	123	125	135	145	59	110	18	23	69	72	97	103	73	32	88	73	123	89	120	145	96	145	111	3	95	59	16	39	99	135	134	83	87	64	44	122	139	116	120	20	111	136	88	84	39	34	95	16	135	95	126	64	119	83	64	80	80	47	7	126	18	78	114	
124	111	96	111	60	138	34	87	114	88	78	64	69	2	78	40	43	13	32	143	117	104	72	87	119	104	127	60	116	131	51	3	125	47	69	78	67	18	21	106	77	78	87	3	20	4	134	72	34	84	139	143	1	29	44	106	51	47	53	72	125	139	34	77	4	125	138	126	40	99	7	
97	127	145	87	53	110	23	45	131	29	45	145	122	1	2	32	106	32	80	13	45	73	7	3	43	69	45	125	87	103	84	77	8	43	16	7	23	1	123	40	21	136	125	4	134	124	44	87	124	87	2	148	89	79	148	47	3	88	87	73	1	110	79	97	140	117	114	103	127	69	60	
56	87	83	143	126	88	96	95	60	95	111	143	89	104	18	53	110	138	45	97	140	13	79	64	114	59	89	84	136	106	114	59	145	96	45	32	122	39	87	84	136	89	123	23	122	119	131	125	139	125	120	120	73	16	59	122	21	69	84	145	126	16	72	60	122	126	99	138	53	139	95	
1	1	53	106	110	99	135	111	32	89	18	122	44	18	72	32	29	2	84	29	136	84	140	59	60	79	23	143	96	135	146	7	77	2	104	40	104	47	79	146	123	125	103	79	120	18	123	116	114	139	87	43	77	131	67	95	110	73	80	119	78	110	23	140	51	8	96	110	117	1	110	
39	72	59	125	7	116	45	83	123	47	73	99	99	99	80	134	13	104	59	122	127	73	34	47	143	69	96	79	79	13	143	97	3	119	134	87	103	134	96	18	2	21	120	83	136	51	127	72	139	23	44	3	29	39	1	21	4	8	79	7	77	8	83	97	138	8	84	114	51	117	56	
146	16	79	126	97	44	51	135	136	39	7	99	106	119	148	95	3	125	45	69	73	53	20	69	45	73	23	47	53	40	122	117	119	114	119	2	47	104	45	134	34	110	2	83	4	16	72	29	45	111	138	8	126	124	123	59	119	67	139	23	47	3	80	16	39	84	20	95	7	117	18	
88	53	87	146	78	32	13	114	123	127	138	72	148	60	125	44	1	119	53	122	77	79	88	134	135	143	95	44	95	23	43	59	4	77	138	21	51	29	103	120	146	45	8	96	138	1	78	140	34	145	136	72	56	43	47	47	114	119	39	110	131	125	134	96	21	148	131	97	110	1	64	
20	43	96	111	135	40	131	59	47	117	32	21	60	122	77	72	124	18	32	16	60	67	138	79	83	88	106	95	127	122	99	67	143	111	110	47	43	104	116	69	32	53	43	56	110	123	16	131	39	69	72	123	138	72	79	43	143	103	47	3	67	72	60	139	40	114	123	140	7	83	83	
145	59	43	53	59	45	84	106	78	127	47	20	80	39	43	7	47	84	56	146	67	117	78	43	99	64	146	83	8	104	23	78	134	124	3	123	4	34	104	4	114	59	145	32	126	18	110	110	131	106	8	111	40	80	125	116	139	125	138	20	60	20	140	53	1	143	40	127	125	77	143	
59	122	69	87	47	40	1	120	88	110	32	83	106	77	67	117	4	44	145	119	43	114	99	83	4	119	59	1	47	4	39	78	97	20	16	89	106	7	44	40	99	3	13	96	126	47	127	146	116	104	44	104	96	18	2	77	88	88	32	18	1	122	117	34	83	21	96	148	122	88	103	
79	7	138	138	78	134	120	114	80	43	72	67	51	72	1	114	117	43	87	21	89	34	34	138	64	140	126	119	3	23	45	59	13	16	72	80	95	138	84	135	123	23	29	39	145	122	79	123	96	148	99	16	117	79	103	45	148	146	18	140	134	45	34	43	88	21	104	122	20	56	64	
56	148	127	20	126	139	8	77	13	45	83	120	114	146	97	96	59	23	23	79	88	4	146	88	87	125	148	96	23	138	80	145	7	60	97	103	1	148	104	80	127	4	23	134	145	120	53	126	117	123	138	3	125	84	1	77	45	20	21	60	88	140	134	127	131	148	111	114	23	80	114	
95	56	140	146	127	106	138	111	59	29	44	148	16	120	97	126	13	88	106	32	56	136	32	88	13	134	138	47	116	127	80	99	96	134	143	139	44	97	110	32	39	99	40	32	72	39	122	72	1	124	79	29	16	67	51	44	95	99	99	80	122	99	135	134	21	124	77	96	34	73	88	
47	1	83	77	43	18	97	104	59	134	43	21	114	51	139	97	125	103	72	79	145	53	21	16	44	89	95	13	69	64	97	87	73	114	103	13	111	59	69	143	60	3	145	148	120	103	80	1	134	131	56	43	56	16	135	72	110	87	60	3	88	40	106	79	78	116	79	39	34	43	44	
56	77	2	145	64	56	87	83	123	125	59	97	124	146	45	123	114	146	126	145	126	120	106	72	56	140	88	97	45	139	104	116	79	34	80	136	139	43	119	80	122	45	77	79	114	104	119	77	116	16	89	7	1	87	145	97	103	51	69	32	79	59	136	134	21	96	145	21	60	67	140	
45	104	95	47	40	84	148	13	51	140	2	56	110	131	127	146	64	16	67	16	77	2	51	60	67	96	20	134	4	2	23	64	60	145	99	2	123	135	106	139	64	111	79	127	32	16	97	34	78	126	77	97	47	99	64	114	73	34	67	34	135	64	51	20	134	84	131	77	111	131	122	
116	23	83	32	21	18	78	106	138	32	88	43	96	139	69	45	79	64	8	122	56	99	2	23	39	117	29	29	106	120	96	116	34	59	143	136	44	40	125	131	60	95	88	77	117	73	69	77	23	117	80	89	80	123	110	145	51	2	32	106	103	87	47	135	111	59	87	1	87	69	95	
39	140	78	117	145	122	138	60	120	47	97	80	122	60	69	77	77	120	124	34	16	103	13	148	136	89	44	104	3	84	40	77	78	32	34	89	69	69	23	148	123	99	138	7	29	103	43	43	80	56	59	16	97	3	117	103	44	23	103	4	96	23	78	80	21	13	4	2	126	2	84	
79	8	120	4	13	114	84	80	127	145	106	136	116	78	44	119	139	123	106	23	110	20	125	67	7	95	8	73	120	21	131	114	40	4	97	127	120	145	140	88	34	56	60	148	2	99	110	51	83	99	23	79	67	16	114	96	60	32	64	2	67	72	135	143	123	95	32	83	78	13	88	
29	88	3	73	114	56	34	1	77	111	7	104	7	146	135	103	2	110	60	40	32	116	103	88	79	116	138	119	138	124	99	136	73	138	111	7	69	4	146	126	69	122	40	123	88	89	145	124	13	51	116	134	99	13	72	125	44	120	67	53	103	143	21	73	140	2	119	148	114	136	135	
136	138	4	21	73	126	148	122	51	127	110	64	95	80	16	135	18	67	3	18	116	80	131	8	111	80	79	44	84	104	106	116	80	72	146	126	125	120	99	119	88	140	60	123	126	97	64	39	60	45	119	120	13	114	23	79	29	77	135	122	140	78	139	110	60	97	53	4	43	21	23	
84	20	104	84	140	114	146	7	72	40	84	51	88	60	1	73	125	45	127	79	131	59	16	87	21	111	78	43	13	83	32	119	64	127	111	116	97	114	72	116	1	134	53	122	135	34	1	64	43	111	51	124	69	20	96	103	59	67	72	126	123	44	116	88	99	23	47	124	79	53	114	
16	78	73	116	116	67	53	97	123	44	148	145	119	64	72	51	106	80	146	99	60	56	64	34	56	53	56	23	138	136	45	59	34	123	103	13	96	106	104	103	145	114	97	53	8	88	16	96	96	60	127	146	39	88	126	120	43	114	39	146	84	4	95	64	23	8	95	146	138	96	32	
139	43	116	106	110	111	51	139	116	39	13	2	131	53	103	59	1	103	43	119	7	104	119	140	140	7	3	39	59	138	45	4	88	77	95	23	106	104	96	95	126	45	104	72	127	123	13	8	99	114	64	29	131	114	20	40	123	67	111	134	7	8	79	1	23	51	59	59	72	34	2	
143	110	3	119	80	56	32	136	3	116	134	64	64	18	114	80	145	40	88	123	8	136	119	99	123	99	127	51	126	116	125	18	140	119	56	139	47	124	69	139	104	136	60	59	39	84	97	99	96	69	114	47	146	125	89	95	123	145	77	145	136	20	123	103	116	40	110	95	7	96	140	
84	138	7	44	126	99	97	87	73	120	145	111	53	51	21	44	40	32	4	40	80	43	95	99	60	60	77	47	106	78	88	64	117	39	122	56	127	64	78	64	96	39	43	83	124	106	34	23	79	126	125	120	95	146	138	145	139	16	1	67	21	116	103	29	73	77	143	124	139	32	124	
126	72	87	89	104	32	60	73	97	60	4	104	69	120	60	106	60	84	89	83	136	44	126	127	67	143	127	88	67	135	145	13	78	59	80	44	13	3	56	69	60	106	20	84	1	117	116	83	34	4	3	111	40	44	40	16	51	77	67	77	138	34	127	18	106	124	131	53	45	119	23	
148	135	80	45	59	29	39	134	134	110	18	32	47	99	69	47	96	45	1	20	117	56	127	97	87	2	13	7	78	4	1	23	78	73	2	51	2	20	123	110	39	134	96	83	53	106	20	83	32	134	39	148	7	4	148	40	135	23	117	122	104	84	18	32	45	116	60	47	96	125	21	
119	78	122	97	131	40	1	104	127	140	39	95	146	18	103	146	122	148	18	29	43	125	53	135	104	43	110	111	73	73	53	60	140	134	78	4	126	97	1	40	143	8	124	122	103	88	72	13	136	40	53	148	122	47	116	123	8	104	134	79	116	134	125	146	148	140	78	120	59	99	20	
69	96	47	78	122	95	20	23	89	88	73	146	83	3	40	43	4	53	116	143	39	56	53	34	116	140	80	60	146	104	148	47	123	18	146	83	84	73	84	122	97	77	148	51	79	1	83	7	21	131	111	146	88	29	123	60	143	119	77	124	40	20	143	4	29	139	45	134	84	134	51	
72	64	45	8	4	51	125	2	127	117	127	123	56	78	96	3	80	88	99	32	111	83	126	104	73	99	89	67	29	23	99	139	123	47	51	32	21	40	16	146	34	4	73	29	32	73	7	40	123	89	59	51	143	78	145	110	77	72	125	16	69	77	120	73	143	83	1	1	77	21	43	
3	125	139	8	88	131	97	110	103	72	1	72	73	3	32	136	146	134	39	21	125	59	145	53	139	79	148	123	60	122	44	148	119	4	32	116	83	95	39	77	135	40	117	84	135	87	84	8	53	13	51	3	2	45	95	116	87	136	119	47	116	7	122	116	29	120	40	53	116	77	16	
99	59	3	106	97	99	138	97	47	84	80	51	88	4	104	1	114	111	59	148	59	77	126	20	124	124	83	84	120	39	83	79	135	106	89	89	119	59	16	111	39	45	69	83	7	117	45	64	83	29	56	32	51	124	146	148	1	80	99	124	119	140	77	23	140	3	116	114	119	45	122	
125	64	73	126	69	73	146	39	64	110	148	16	120	117	146	51	97	20	134	47	4	124	104	78	8	124	45	1	119	44	34	4	32	116	97	88	18	8	39	67	145	136	139	136	13	1	126	69	120	51	13	103	131	95	47	104	140	120	78	110	89	126	106	127	103	99	56	99	8	73	88	
73	136	39	32	78	122	47	97	21	124	114	60	143	126	67	23	44	18	83	134	104	111	89	95	123	89	99	51	23	103	18	56	120	138	106	16	79	8	88	131	124	29	111	124	78	117	145	8	44	123	104	117	79	59	96	67	78	110	131	34	51	23	88	146	77	2	51	84	2	32	79	
18	13	18	119	67	44	40	131	131	89	117	4	84	3	20	2	8	20	1	4	123	88	45	87	135	21	67	2	21	23	21	45	53	140	21	116	136	79	99	2	3	72	145	32	143	139	34	135	87	39	138	136	131	78	3	97	56	51	8	127	8	23	138	99	43	16	114	29	4	136	120	
138	127	34	7	32	84	122	39	123	72	34	116	13	138	1	72	125	23	140	111	51	78	64	145	117	83	145	134	32	67	39	84	44	146	43	114	111	134	131	53	95	88	80	64	97	53	16	78	2	88	110	84	16	20	84	131	53	148	34	59	23	13	138	143	117	124	99	21	7	13	95	
114	84	73	88	45	73	122	45	148	8	69	77	53	120	146	87	67	123	69	106	120	134	123	143	126	79	13	126	95	111	40	21	84	2	138	103	20	59	120	89	95	116	139	2	124	127	56	34	104	51	136	104	60	56	120	59	135	103	69	59	3	83	64	32	44	78	135	77	64	146	114	
78	72	3	47	97	18	23	45	77	117	51	140	139	13	136	143	60	136	67	4	110	53	59	39	95	16	59	95	78	96	2	34	44	138	43	18	13	116	143	134	88	114	32	106	77	127	104	18	78	67	13	111	59	51	117	134	60	106	67	136	2	122	13	134	77	116	29	59	148	18	120	
89	123	148	3	45	1	95	116	4	140	60	72	59	143	127	80	8	120	18	125	122	16	140	140	29	84	120	140	78	16	69	116	72	97	134	143	40	99	106	124	120	3	120	135	119	45	73	131	125	72	77	64	7	131	120	60	67	111	78	131	84	103	136	8	111	73	45	39	64	124	69	
123	103	23	123	78	2	122	73	83	127	120	127	73	136	39	120	114	99	119	4	44	123	104	34	73	99	8	95	56	131	64	18	110	8	3	32	139	43	139	126	18	104	4	16	2	59	59	67	2	73	84	124	119	123	72	89	51	143	32	140	3	7	34	67	67	23	88	99	140	111	111	
110	60	16	21	138	117	8	84	106	103	51	125	106	110	136	110	99	99	126	99	106	139	79	127	111	34	140	32	59	124	99	99	104	51	136	83	1	139	29	80	64	83	4	96	87	23	53	106	40	146	23	32	131	104	60	43	7	1	13	67	127	89	119	32	16	44	110	51	1	140	124	
